bls_code,nest_id,ind_descr,T,T_descr,D,D_descr,SS,SS_descr,S,S_descr,N3D,N3D_descr,N4D,N4D_descr,N5D,N5D_descr,N6D,N6D_descr,parent,parent_descr
33632,101333632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33633,101333633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33634,101333634,Motor Vehicle Brake System Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33634,Motor Vehicle Brake System Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33635,101333635,Motor Vehicle Transmission and Power Train Parts Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33635,Motor Vehicle Transmission and Power Train Parts Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33636,101333636,Motor Vehicle Seating and Interior Trim Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33636,Motor Vehicle Seating and Interior Trim Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33637,101333637,Motor Vehicle Metal Stamping,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33637,Motor Vehicle Metal Stamping,,,3363,Motor Vehicle Parts Manufacturing
33639,101333639,Other Motor Vehicle Parts Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33639,Other Motor Vehicle Parts Manufacturing,,,3363,Motor Vehicle Parts Manufacturing
33641,101333641,Aerospace Product and Parts Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3364,Aerospace Product and Parts Manufacturing,33641,Aerospace Product and Parts Manufacturing,,,3364,Aerospace Product and Parts Manufacturing
33651,101333651,Railroad Rolling Stock Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3365,Railroad Rolling Stock Manufacturing,33651,Railroad Rolling Stock Manufacturing,,,3365,Railroad Rolling Stock Manufacturing
33661,101333661,Ship and Boat Building,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3366,Ship and Boat Building,33661,Ship and Boat Building,,,3366,Ship and Boat Building
33699,101333699,Other Transportation Equipment Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3369,Other Transportation Equipment Manufacturing,33699,Other Transportation Equipment Manufacturing,,,3369,Other Transportation Equipment Manufacturing
33711,101333711,Wood Kitchen Cabinet and Countertop Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,337,Furniture and Related Product Manufacturing,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,33711,Wood Kitchen Cabinet and Countertop Manufacturing,,,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
33712,101333712,Household and Institutional Furniture Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,337,Furniture and Related Product Manufacturing,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,33712,Household and Institutional Furniture Manufacturing,,,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
33721,101333721,Office Furniture (including Fixtures) Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,337,Furniture and Related Product Manufacturing,3372,Office Furniture (including Fixtures) Manufacturing,33721,Office Furniture (including Fixtures) Manufacturing,,,3372,Office Furniture (including Fixtures) Manufacturing
33791,101333791,Mattress Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,337,Furniture and Related Product Manufacturing,3379,Other Furniture Related Product Manufacturing,33791,Mattress Manufacturing,,,3379,Other Furniture Related Product Manufacturing
33792,101333792,Blind and Shade Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,337,Furniture and Related Product Manufacturing,3379,Other Furniture Related Product Manufacturing,33792,Blind and Shade Manufacturing,,,3379,Other Furniture Related Product Manufacturing
33911,101333911,Medical Equipment and Supplies Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3391,Medical Equipment and Supplies Manufacturing,33911,Medical Equipment and Supplies Manufacturing,,,3391,Medical Equipment and Supplies Manufacturing
33991,101333991,Jewelry and Silverware Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33991,Jewelry and Silverware Manufacturing,,,3399,Other Miscellaneous Manufacturing
33992,101333992,Sporting and Athletic Goods Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33992,Sporting and Athletic Goods Manufacturing,,,3399,Other Miscellaneous Manufacturing
33993,101333993,"Doll, Toy, and Game Manufacturing",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33993,"Doll, Toy, and Game Manufacturing",,,3399,Other Miscellaneous Manufacturing
33994,101333994,Office Supplies (except Paper) Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33994,Office Supplies (except Paper) Manufacturing,,,3399,Other Miscellaneous Manufacturing
33995,101333995,Sign Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33995,Sign Manufacturing,,,3399,Other Miscellaneous Manufacturing
33999,101333999,All Other Miscellaneous Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33999,All Other Miscellaneous Manufacturing,,,3399,Other Miscellaneous Manufacturing
42311,102142311,Automobile and Other Motor Vehicle Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,42311,Automobile and Other Motor Vehicle Merchant Wholesalers ,,,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42312,102142312,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,,,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42313,102142313,Tire and Tube Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,42313,Tire and Tube Merchant Wholesalers ,,,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42314,102142314,Motor Vehicle Parts (Used) Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,42314,Motor Vehicle Parts (Used) Merchant Wholesalers ,,,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42321,102142321,Furniture Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4232,Furniture and Home Furnishing Merchant Wholesalers ,42321,Furniture Merchant Wholesalers ,,,4232,Furniture and Home Furnishing Merchant Wholesalers 
42322,102142322,Home Furnishing Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4232,Furniture and Home Furnishing Merchant Wholesalers ,42322,Home Furnishing Merchant Wholesalers ,,,4232,Furniture and Home Furnishing Merchant Wholesalers 
42331,102142331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4233,Lumber and Other Construction Materials Merchant Wholesalers ,42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",,,4233,Lumber and Other Construction Materials Merchant Wholesalers 
42332,102142332,"Brick, Stone, and Related Construction Material Merchant Wholesalers ",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4233,Lumber and Other Construction Materials Merchant Wholesalers ,42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers ",,,4233,Lumber and Other Construction Materials Merchant Wholesalers 
42333,102142333,"Roofing, Siding, and Insulation Material Merchant Wholesalers ",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4233,Lumber and Other Construction Materials Merchant Wholesalers ,42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers ",,,4233,Lumber and Other Construction Materials Merchant Wholesalers 
42339,102142339,Other Construction Material Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4233,Lumber and Other Construction Materials Merchant Wholesalers ,42339,Other Construction Material Merchant Wholesalers ,,,4233,Lumber and Other Construction Materials Merchant Wholesalers 
42341,102142341,Photographic Equipment and Supplies Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,42341,Photographic Equipment and Supplies Merchant Wholesalers ,,,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42342,102142342,Office Equipment Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,42342,Office Equipment Merchant Wholesalers ,,,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42343,102142343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42344,102142344,Other Commercial Equipment Merchant Wholesalers ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,42344,Other Commercial Equipment Merchant Wholesalers ,,,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42345,102142345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods ",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers ,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers 
